Customer_ID,Age,Gender,Income_Level,Marital_Status,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Total_Purchase_Amount,Purchase_Channel,Customer_Satisfaction,Payment_Method,Time_of_Purchase,Discount_Used,Purchase_Intent,Shipping_Preference
09-443-7536,37,Female,High,Single,Maurisu,Jewelry & Accessories,$183.86,5.00,$919.30,Mixed,4,Debit Card,10/07/2024,FALSE,Wants-based,Standard
27-463-5671,21,Genderfluid,Middle,Widowed,Gorzyce,Packages),$53.87,10.00,$538.70,In-Store,10,Cash,6/25/2024,TRUE,Planned,No Preference
53-380-3968,43,Female,High,Widowed,Qingyun,Food & Beverages,$427.82,9.00,"$3,850.38",In-Store,2,PayPal,04/04/2024,TRUE,Wants-based,No Preference
42-969-0735,29,Female,High,Divorced,Jiuxian,Packages),$282.82,6.00,"$1,696.92",In-Store,7,Other,2/29/2024,FALSE,Wants-based,Standard
12-440-5464,28,Male,Middle,Divorced,Ndungu,Electronics,$215.31,7.00,"$1,507.17",Online,8,Other,04/09/2024,FALSE,Impulsive,No Preference
33-467-2534,43,Male,Middle,Widowed,Emiliano Zapata,Furniture,$183.66,11.00,"$2,020.26",Online,10,Credit Card,4/18/2024,TRUE,Planned,No Preference
35-418-0288,48,Female,High,Divorced,Spasskoye,Baby Products,$198.73,10.00,"$1,987.30",In-Store,5,Other,02/02/2024,TRUE,Impulsive,Standard
33-787-2143,26,Female,Middle,Married,Gierłoż,Travel & Leisure (Flights,$265.72,5.00,"$1,328.60",Mixed,9,Debit Card,4/22/2024,TRUE,Planned,Express
58-528-6262,42,Male,Middle,Married,Sobue,Software & Apps,$138.35,2.00,$276.70,Online,2,Other,7/14/2024,TRUE,Wants-based,No Preference
31-060-2716,27,Male,Middle,Divorced,High Point,Groceries,$441.87,3.00,"$1,325.61",Mixed,10,PayPal,09/10/2024,TRUE,Wants-based,No Preference
81-515-5823,40,Female,Middle,Married,Qiankeng,Clothing,$178.29,4.00,$713.16,Mixed,10,Cash,7/29/2024,FALSE,Planned,No Preference
90-858-0453,23,Male,Middle,Widowed,Pandean,Sports & Outdoors,$77.08,10.00,$770.80,Mixed,8,PayPal,10/15/2024,TRUE,Impulsive,Standard
28-874-8938,46,Male,High,Married,Phong Điền,Office Supplies,$266.90,11.00,"$2,935.90",Mixed,8,PayPal,07/01/2024,FALSE,Wants-based,Express
89-625-5542,38,Female,Middle,Divorced,Mirów,Electronics,$269.84,4.00,"$1,079.36",In-Store,9,Credit Card,05/04/2024,TRUE,Wants-based,No Preference
07-966-8728,23,Male,Middle,Married,Franceville,Home Appliances,$334.22,8.00,"$2,673.76",Online,8,Cash,03/02/2024,FALSE,Need-based,Standard
94-408-2581,40,Female,Middle,Married,Bordeaux,Travel & Leisure (Flights,$474.56,8.00,"$3,796.48",In-Store,6,PayPal,4/17/2024,TRUE,Planned,Standard
55-301-9368,34,Male,High,Married,Zamora,Electronics,$360.91,4.00,"$1,443.64",Mixed,8,Credit Card,8/30/2024,TRUE,Planned,No Preference
72-336-1992,44,Female,Middle,Widowed,Jubaoshan,Groceries,$373.49,6.00,"$2,240.94",Online,10,Cash,4/23/2024,TRUE,Impulsive,Standard
06-008-2805,32,Female,High,Married,Shādegān,Sports & Outdoors,$462.30,5.00,"$2,311.50",Mixed,4,Cash,11/25/2024,TRUE,Impulsive,Standard
77-178-6086,42,Female,Middle,Single,Gueltat Zemmour,Toys & Games,$332.67,8.00,"$2,661.36",In-Store,2,Other,12/11/2024,FALSE,Impulsive,Express
28-832-2885,22,Female,High,Divorced,Mosal’sk,Home Appliances,$235.39,9.00,"$2,118.51",Online,6,Credit Card,5/25/2024,FALSE,Planned,No Preference
75-210-7391,44,Female,Middle,Married,Kokstad,Packages),$269.78,7.00,"$1,888.46",In-Store,7,Other,7/25/2024,TRUE,Need-based,No Preference
60-470-3563,29,Male,Middle,Married,Malasin,Gardening & Outdoors,$498.33,2.00,$996.66,Online,9,PayPal,05/08/2024,TRUE,Wants-based,Express
24-241-7171,30,Female,High,Single,Huaqiu,Health Supplements,$182.94,7.00,"$1,280.58",Mixed,7,Other,5/28/2024,TRUE,Need-based,Express
53-784-1855,19,Female,Middle,Divorced,Loket,Health Supplements,$121.70,7.00,$851.90,Mixed,5,Credit Card,6/24/2024,TRUE,Planned,Standard
83-561-3374,45,Female,High,Widowed,Santa Maria do Souto,Software & Apps,$489.27,4.00,"$1,957.08",Mixed,3,Debit Card,1/13/2024,FALSE,Wants-based,Standard
96-121-0629,38,Male,Middle,Married,Yanshang,Software & Apps,$303.93,6.00,"$1,823.58",Mixed,10,Debit Card,3/13/2024,TRUE,Need-based,No Preference
00-275-9990,24,Female,Middle,Married,Tempuran,Food & Beverages,$302.74,11.00,"$3,330.14",Mixed,6,PayPal,6/28/2024,TRUE,Wants-based,Express
36-593-2907,42,Genderqueer,High,Single,Karafao,Beauty & Personal Care,$157.21,11.00,"$1,729.31",Online,3,Debit Card,4/30/2024,TRUE,Wants-based,Express
22-692-3470,46,Female,High,Widowed,São Cristóvão,Sports & Outdoors,$159.45,2.00,$318.90,Online,5,Debit Card,6/14/2024,TRUE,Impulsive,Standard
90-322-7329,44,Female,High,Widowed,Buensuseso,Luxury Goods,$312.93,2.00,$625.86,In-Store,7,PayPal,08/04/2024,TRUE,Wants-based,No Preference
28-395-9872,38,Male,High,Married,Blantyre,Hotels,$65.68,4.00,$262.72,In-Store,8,Other,05/07/2024,FALSE,Impulsive,Standard
79-297-1061,44,Male,Middle,Single,Kozel’shchyna,Software & Apps,$61.86,5.00,$309.30,In-Store,8,Cash,11/15/2024,FALSE,Need-based,Standard
93-649-9356,18,Female,High,Single,Cibuah,Electronics,$343.77,6.00,"$2,062.62",Mixed,4,Credit Card,2/16/2024,TRUE,Impulsive,No Preference
27-543-7069,37,Male,Middle,Divorced,Cockburn Town,Home Appliances,$107.21,2.00,$214.42,Online,9,Other,08/05/2024,TRUE,Planned,Standard
96-079-9597,31,Genderfluid,High,Single,Maslog,Home Appliances,$148.98,12.00,"$1,787.76",Online,8,Debit Card,08/11/2024,TRUE,Wants-based,Standard
38-940-4942,22,Female,High,Widowed,Faqqū‘ah,Health Care,$490.41,4.00,"$1,961.64",Mixed,2,Other,12/15/2024,FALSE,Planned,Express
82-014-2564,33,Male,High,Married,Yelyzavethradka,Groceries,$461.34,4.00,"$1,845.36",In-Store,9,Cash,03/06/2024,FALSE,Wants-based,Express
70-699-5799,20,Female,High,Single,Jackson,Office Supplies,$338.89,7.00,"$2,372.23",In-Store,6,Credit Card,5/21/2024,TRUE,Wants-based,Express
53-240-2040,26,Male,High,Married,Itaguaí,Gardening & Outdoors,$222.63,3.00,$667.89,Mixed,2,Cash,3/23/2024,FALSE,Impulsive,Express
27-742-2776,26,Male,High,Married,Fteliá,Toys & Games,$71.95,2.00,$143.90,Mixed,10,Debit Card,9/22/2024,FALSE,Planned,No Preference
55-620-7906,21,Male,High,Divorced,Kiambu,Software & Apps,$264.52,9.00,"$2,380.68",Online,10,Debit Card,04/02/2024,TRUE,Planned,No Preference
04-213-4617,43,Male,High,Divorced,Xibër-Murrizë,Food & Beverages,$414.80,9.00,"$3,733.20",Mixed,9,PayPal,1/30/2024,FALSE,Planned,No Preference
79-384-7469,50,Male,Middle,Single,Xudat,Groceries,$50.79,12.00,$609.48,Mixed,2,Other,5/28/2024,TRUE,Planned,Standard
30-839-5589,42,Female,Middle,Married,Yaodu,Hotels,$264.30,10.00,"$2,643.00",In-Store,2,PayPal,8/20/2024,TRUE,Planned,No Preference
76-848-9229,29,Male,High,Married,Saint-Gratien,Animal Feed,$122.46,12.00,"$1,469.52",Mixed,3,Credit Card,2/15/2024,FALSE,Wants-based,Standard
98-559-6096,20,Male,Middle,Widowed,Totora,Software & Apps,$238.01,8.00,"$1,904.08",In-Store,9,Cash,7/13/2024,FALSE,Need-based,Standard
56-810-2066,40,Non-binary,High,Married,Göteborg,Home Appliances,$490.34,4.00,"$1,961.36",In-Store,7,Other,4/17/2024,FALSE,Need-based,No Preference
55-580-7707,38,Male,High,Divorced,Čáslav,Jewelry & Accessories,$245.98,4.00,$983.92,Mixed,1,PayPal,11/29/2024,FALSE,Planned,Standard
18-605-0795,45,Polygender,Middle,Widowed,Rudnogorsk,Hotels,$390.83,9.00,"$3,517.47",Online,5,Cash,10/28/2024,FALSE,Impulsive,No Preference
86-268-2904,49,Male,High,Widowed,Pindiga,Jewelry & Accessories,$158.84,6.00,$953.04,Online,8,Cash,07/12/2024,TRUE,Need-based,Express
75-847-7630,37,Male,Middle,Single,Adela,Baby Products,$439.24,8.00,"$3,513.92",Mixed,9,Other,7/26/2024,FALSE,Wants-based,Standard
76-910-2337,23,Polygender,Middle,Widowed,Krajan Baru,Toys & Games,$92.43,12.00,"$1,109.16",Mixed,9,Other,12/05/2024,FALSE,Need-based,Standard
56-719-7145,48,Female,High,Married,Jinqiao,Clothing,$333.15,9.00,"$2,998.35",Mixed,8,Other,08/12/2024,FALSE,Impulsive,Standard
14-025-2335,19,Male,Middle,Divorced,Barg-e Matāl,Luxury Goods,$64.22,9.00,$577.98,Online,9,PayPal,01/02/2024,TRUE,Impulsive,No Preference
10-300-8072,46,Female,High,Single,Argenteuil,Home Appliances,$290.53,3.00,$871.59,Online,6,Debit Card,11/04/2024,TRUE,Planned,No Preference
73-698-2326,39,Male,Middle,Divorced,Daying,Baby Products,$251.80,6.00,"$1,510.80",Mixed,8,Debit Card,07/05/2024,TRUE,Impulsive,No Preference
01-023-2094,27,Polygender,Middle,Divorced,Ngrejo,Sports & Outdoors,$480.52,3.00,"$1,441.56",Online,5,Cash,4/30/2024,FALSE,Planned,No Preference
65-359-4645,28,Female,Middle,Married,Xieba,Packages),$461.71,10.00,"$4,617.10",Mixed,9,Cash,2/16/2024,FALSE,Planned,Standard
33-405-7978,50,Female,High,Married,Sigli,Software & Apps,$288.34,12.00,"$3,460.08",Mixed,8,Cash,3/20/2024,FALSE,Need-based,Express
09-783-7921,19,Female,High,Divorced,Aristóbulo del Valle,Gardening & Outdoors,$194.08,3.00,$582.24,In-Store,2,PayPal,10/27/2024,TRUE,Wants-based,Standard
76-561-2427,27,Agender,Middle,Widowed,Cane,Travel & Leisure (Flights,$198.45,11.00,"$2,182.95",Online,8,PayPal,05/04/2024,TRUE,Wants-based,No Preference
82-467-3300,23,Male,High,Married,Podhum,Baby Products,$216.45,5.00,"$1,082.25",Mixed,7,Credit Card,10/31/2024,FALSE,Need-based,No Preference
92-946-7398,19,Female,High,Widowed,Vilar,Baby Products,$358.72,5.00,"$1,793.60",In-Store,8,Credit Card,02/06/2024,TRUE,Impulsive,Standard
59-891-2990,22,Female,Middle,Widowed,Portela,Luxury Goods,$367.56,9.00,"$3,308.04",Online,8,Other,7/18/2024,FALSE,Need-based,Standard
22-579-3978,40,Male,Middle,Divorced,Arendal,Clothing,$88.78,10.00,$887.80,Online,7,PayPal,01/06/2024,FALSE,Planned,Standard
22-352-0576,48,Male,Middle,Married,Nabīnagar,Food & Beverages,$465.85,10.00,"$4,658.50",Online,10,PayPal,04/04/2024,TRUE,Wants-based,Standard
28-676-0614,49,Male,Middle,Married,La Ravoire,Clothing,$262.61,3.00,$787.83,In-Store,10,Other,2/28/2024,FALSE,Wants-based,Standard
07-211-9364,45,Agender,Middle,Widowed,Dostoyevka,Home Appliances,$91.24,8.00,$729.92,In-Store,4,Cash,10/28/2024,TRUE,Wants-based,Standard
98-238-6733,42,Female,High,Married,Liuzhou,Luxury Goods,$425.69,5.00,"$2,128.45",In-Store,4,Credit Card,6/21/2024,FALSE,Impulsive,No Preference
72-006-3769,41,Female,High,Married,São Mateus do Maranhão,Packages),$446.11,9.00,"$4,014.99",Mixed,10,PayPal,06/06/2024,TRUE,Wants-based,Express
75-845-3143,23,Bigender,High,Single,Rumbek,Software & Apps,$490.11,8.00,"$3,920.88",Online,1,Other,12/24/2024,FALSE,Planned,Standard
26-028-2671,44,Female,High,Divorced,Cigedang,Sports & Outdoors,$403.57,6.00,"$2,421.42",Online,2,Other,11/14/2024,FALSE,Impulsive,Express
55-876-7407,42,Female,High,Married,Muaralabuh,Packages),$442.15,10.00,"$4,421.50",Mixed,1,Credit Card,12/18/2024,FALSE,Need-based,No Preference
47-720-9520,49,Female,Middle,Widowed,Chełmiec,Sports & Outdoors,$78.71,5.00,$393.55,Online,10,PayPal,04/10/2024,TRUE,Planned,No Preference
42-207-5005,45,Female,Middle,Widowed,Santa Marta,Furniture,$491.51,2.00,$983.02,Mixed,1,PayPal,12/06/2024,TRUE,Need-based,No Preference
47-266-2261,36,Female,Middle,Single,Brändö,Furniture,$457.39,12.00,"$5,488.68",In-Store,5,Credit Card,10/29/2024,TRUE,Impulsive,Standard
77-642-7686,38,Female,High,Divorced,Liangshuihe,Food & Beverages,$178.61,12.00,"$2,143.32",Online,3,Credit Card,07/10/2024,TRUE,Impulsive,No Preference
37-468-8133,44,Male,Middle,Single,Cimara,Health Care,$492.51,7.00,"$3,447.57",Online,2,PayPal,1/30/2024,TRUE,Wants-based,Standard
00-335-5034,37,Agender,High,Married,Sanxing,Home Appliances,$411.40,3.00,"$1,234.20",In-Store,9,PayPal,08/12/2024,TRUE,Impulsive,Standard
95-148-1769,36,Male,Middle,Divorced,Linao,Clothing,$96.52,11.00,"$1,061.72",In-Store,3,Cash,3/17/2024,FALSE,Planned,Standard
72-324-1243,34,Male,High,Married,Bairan,Mobile Accessories,$65.45,6.00,$392.70,In-Store,2,Credit Card,9/21/2024,TRUE,Impulsive,No Preference
62-687-5354,23,Male,Middle,Single,Abaetetuba,Health Care,$255.86,3.00,$767.58,Online,1,PayPal,3/25/2024,TRUE,Planned,No Preference
54-634-0814,35,Male,High,Divorced,Pasirjaya,Furniture,$74.69,10.00,$746.90,In-Store,6,PayPal,11/12/2024,FALSE,Need-based,No Preference
64-769-5737,45,Male,Middle,Widowed,Acheng,Home Appliances,$430.75,8.00,"$3,446.00",Mixed,5,Cash,04/06/2024,FALSE,Need-based,No Preference
62-892-2088,38,Male,High,Widowed,Huakoulongtan,Software & Apps,$370.17,2.00,$740.34,Mixed,9,Cash,11/23/2024,FALSE,Need-based,Express
53-951-2529,25,Male,Middle,Divorced,Burgastai,Electronics,$384.26,6.00,"$2,305.56",Mixed,9,PayPal,07/11/2024,FALSE,Need-based,No Preference
00-264-3797,26,Male,Middle,Married,Chavarría,Home Appliances,$128.01,2.00,$256.02,Mixed,1,Debit Card,4/17/2024,TRUE,Need-based,No Preference
88-445-9235,46,Female,High,Married,Demuk,Luxury Goods,$301.40,4.00,"$1,205.60",Online,5,Debit Card,9/14/2024,FALSE,Planned,Standard
65-539-9955,18,Female,High,Single,Sertolovo,Health Supplements,$397.25,6.00,"$2,383.50",Mixed,10,Cash,08/08/2024,FALSE,Wants-based,No Preference
89-730-1134,46,Male,Middle,Divorced,Jixian,Gardening & Outdoors,$96.18,3.00,$288.54,Mixed,9,Cash,05/05/2024,FALSE,Planned,Express
74-051-7865,19,Female,High,Divorced,Deqing,Baby Products,$390.44,4.00,"$1,561.76",Mixed,4,Other,2/15/2024,TRUE,Need-based,Standard
40-450-4266,37,Female,Middle,Single,Sala,Health Care,$61.50,11.00,$676.50,Mixed,1,Other,1/26/2024,TRUE,Planned,Express
78-796-5651,35,Female,Middle,Divorced,Dłutów,Office Supplies,$234.44,6.00,"$1,406.64",In-Store,1,Other,5/23/2024,FALSE,Impulsive,Express
78-163-4800,43,Male,Middle,Single,Regimin,Toys & Games,$318.84,6.00,"$1,913.04",Online,4,Other,4/20/2024,FALSE,Wants-based,Standard
90-272-5701,28,Male,Middle,Single,Semiletka,Toys & Games,$327.32,6.00,"$1,963.92",Mixed,4,Other,06/09/2024,TRUE,Impulsive,Express
14-118-5229,25,Male,Middle,Divorced,Dayr Sharaf,Books,$475.64,3.00,"$1,426.92",Online,2,PayPal,2/15/2024,TRUE,Planned,Standard
24-662-2119,47,Male,High,Widowed,Adani,Hotels,$68.59,9.00,$617.31,Mixed,5,PayPal,4/18/2024,FALSE,Wants-based,Standard
61-794-8438,45,Polygender,Middle,Divorced,Rakhiv,Health Care,$133.04,12.00,"$1,596.48",Online,6,Cash,07/07/2024,TRUE,Impulsive,Standard
21-959-5766,24,Non-binary,High,Married,Ma'an,Luxury Goods,$196.63,9.00,"$1,769.67",Online,6,Other,12/15/2024,TRUE,Need-based,No Preference
42-518-2602,30,Male,Middle,Divorced,Navoiy,Home Appliances,$473.96,12.00,"$5,687.52",In-Store,9,PayPal,7/28/2024,TRUE,Impulsive,Express
35-850-8676,24,Female,High,Married,Sishilichengzi,Luxury Goods,$472.52,8.00,"$3,780.16",Online,8,Cash,1/24/2024,FALSE,Planned,No Preference
07-958-2231,27,Female,Middle,Married,Tigaherang,Baby Products,$335.80,9.00,"$3,022.20",Mixed,7,Debit Card,02/10/2024,TRUE,Wants-based,Standard
78-503-0416,25,Male,Middle,Single,Villa Dolores,Luxury Goods,$85.57,12.00,"$1,026.84",In-Store,4,Debit Card,8/31/2024,TRUE,Planned,No Preference
46-167-7999,44,Bigender,Middle,Single,Poá,Beauty & Personal Care,$108.50,11.00,"$1,193.50",Mixed,2,PayPal,7/16/2024,FALSE,Wants-based,No Preference
93-989-8649,26,Male,Middle,Divorced,Shibushi,Food & Beverages,$172.50,8.00,"$1,380.00",Online,8,Credit Card,7/19/2024,TRUE,Impulsive,No Preference
98-130-8811,18,Female,High,Single,Tilburg,Electronics,$212.80,6.00,"$1,276.80",Mixed,7,Credit Card,5/17/2024,TRUE,Planned,Standard
18-614-2070,47,Female,Middle,Married,Ugra,Baby Products,$324.41,7.00,"$2,270.87",Mixed,5,Debit Card,4/29/2024,TRUE,Need-based,No Preference
80-277-3242,36,Male,High,Widowed,Montreuil,Travel & Leisure (Flights,$342.39,8.00,"$2,739.12",In-Store,3,Other,01/04/2024,FALSE,Need-based,Standard
44-949-9040,23,Female,High,Divorced,Garibaldi,Health Care,$446.86,9.00,"$4,021.74",In-Store,2,PayPal,11/07/2024,FALSE,Wants-based,No Preference
04-545-9162,49,Male,High,Divorced,Tiang,Electronics,$463.15,3.00,"$1,389.45",Mixed,9,Debit Card,4/25/2024,TRUE,Need-based,Standard
51-320-2801,27,Female,High,Divorced,Mouquim,Groceries,$122.99,12.00,"$1,475.88",In-Store,8,Cash,10/03/2024,TRUE,Planned,No Preference
50-510-5119,43,Male,High,Widowed,Montecristi,Beauty & Personal Care,$322.40,7.00,"$2,256.80",Mixed,3,Cash,08/07/2024,TRUE,Need-based,Express
63-964-6954,19,Female,High,Married,Prince Albert,Health Care,$73.19,5.00,$365.95,Mixed,8,PayPal,04/11/2024,FALSE,Need-based,No Preference
55-569-9247,41,Female,Middle,Married,Göteborg,Toys & Games,$279.08,10.00,"$2,790.80",Online,7,Credit Card,4/25/2024,FALSE,Wants-based,No Preference
02-911-0447,29,Female,Middle,Single,Zaječov,Travel & Leisure (Flights,$478.85,10.00,"$4,788.50",In-Store,2,Cash,4/28/2024,FALSE,Planned,No Preference
77-626-7240,25,Male,High,Widowed,Liushun,Food & Beverages,$86.39,5.00,$431.95,Mixed,1,Debit Card,09/09/2024,FALSE,Need-based,Standard
75-915-9803,45,Male,High,Widowed,Sancha,Baby Products,$192.35,11.00,"$2,115.85",Mixed,1,Credit Card,05/08/2024,TRUE,Impulsive,Express
78-905-2660,36,Female,Middle,Divorced,Damnoen Saduak,Beauty & Personal Care,$235.32,7.00,"$1,647.24",Online,10,PayPal,06/09/2024,FALSE,Impulsive,Express
02-677-6735,21,Female,High,Widowed,Cianorte,Electronics,$212.63,8.00,"$1,701.04",Online,4,Debit Card,8/27/2024,FALSE,Need-based,No Preference
20-460-9796,47,Female,Middle,Widowed,Liuzuo,Food & Beverages,$246.63,8.00,"$1,973.04",In-Store,3,Credit Card,04/01/2024,TRUE,Impulsive,Express
57-587-4005,26,Female,Middle,Widowed,Pameungpeuk,Toys & Games,$228.47,9.00,"$2,056.23",Online,7,Credit Card,8/29/2024,FALSE,Impulsive,Express
99-477-8256,25,Female,Middle,Single,Kāshmar,Gardening & Outdoors,$343.77,6.00,"$2,062.62",Online,9,Cash,9/18/2024,TRUE,Wants-based,Express
03-992-3728,26,Bigender,Middle,Married,‘Arad,Groceries,$339.32,9.00,"$3,053.88",In-Store,4,Other,09/05/2024,FALSE,Need-based,No Preference
24-878-4507,34,Male,High,Divorced,Lenart v Slov. Goricah,Clothing,$327.05,9.00,"$2,943.45",Mixed,3,Cash,08/06/2024,FALSE,Need-based,No Preference
22-106-8347,48,Male,High,Divorced,Bigaa,Toys & Games,$334.45,2.00,$668.90,In-Store,9,Credit Card,6/18/2024,TRUE,Impulsive,No Preference
81-479-0790,19,Male,High,Single,Guadalupe,Food & Beverages,$366.16,12.00,"$4,393.92",Mixed,5,Credit Card,8/26/2024,FALSE,Need-based,No Preference
03-023-9932,37,Female,High,Widowed,Xiaruyue,Groceries,$481.78,8.00,"$3,854.24",In-Store,4,Debit Card,4/24/2024,TRUE,Wants-based,Express
36-632-2460,23,Female,High,Widowed,Gweedore,Gardening & Outdoors,$131.48,8.00,"$1,051.84",Mixed,1,Credit Card,08/08/2024,TRUE,Wants-based,No Preference
32-799-7704,34,Female,High,Widowed,Przelewice,Health Care,$402.86,11.00,"$4,431.46",In-Store,2,Cash,09/05/2024,FALSE,Impulsive,Standard
09-369-0588,42,Male,High,Single,Dalumangcob,Gardening & Outdoors,$333.18,6.00,"$1,999.08",In-Store,5,Other,4/16/2024,TRUE,Planned,Express
87-727-6434,28,Female,High,Widowed,Cravo Norte,Arts & Crafts,$73.23,8.00,$585.84,Online,2,Credit Card,7/17/2024,TRUE,Need-based,No Preference
18-793-9543,28,Male,High,Divorced,Montería,Furniture,$450.47,11.00,"$4,955.17",Online,3,Credit Card,3/18/2024,TRUE,Wants-based,Express
63-625-5757,33,Male,Middle,Single,Mikun’,Food & Beverages,$175.74,5.00,$878.70,Online,6,Cash,7/18/2024,FALSE,Impulsive,No Preference
93-413-4758,31,Female,Middle,Single,Samamiya,Hotels,$182.60,4.00,$730.40,Online,9,PayPal,5/31/2024,FALSE,Wants-based,Express
15-663-7994,20,Female,Middle,Widowed,Tanahmerah,Jewelry & Accessories,$497.80,2.00,$995.60,Online,2,Other,1/21/2024,TRUE,Wants-based,No Preference
29-319-4519,32,Male,High,Divorced,Örebro,Food & Beverages,$171.17,4.00,$684.68,In-Store,4,Debit Card,6/15/2024,FALSE,Wants-based,Standard
40-347-2903,27,Female,Middle,Single,Kefar Yona,Jewelry & Accessories,$425.82,3.00,"$1,277.46",In-Store,6,Cash,4/19/2024,TRUE,Wants-based,Standard
18-452-1635,19,Female,Middle,Widowed,Pasto,Sports & Outdoors,$210.58,10.00,"$2,105.80",In-Store,3,Debit Card,09/12/2024,TRUE,Planned,No Preference
47-710-5471,50,Male,Middle,Single,Huangtan,Beauty & Personal Care,$199.64,11.00,"$2,196.04",Online,5,PayPal,09/04/2024,FALSE,Planned,Express
88-167-7129,40,Polygender,High,Married,Il’inskiy,Packages),$162.22,10.00,"$1,622.20",In-Store,1,Other,4/28/2024,TRUE,Wants-based,No Preference
86-771-9082,20,Male,High,Married,Ugljevik,Sports & Outdoors,$401.75,8.00,"$3,214.00",Online,8,PayPal,12/08/2024,FALSE,Wants-based,Standard
46-678-4172,24,Female,Middle,Married,Na Chaluai,Luxury Goods,$365.88,12.00,"$4,390.56",Online,9,Other,11/05/2024,TRUE,Need-based,Express
14-249-1256,46,Male,Middle,Single,Marolambo,Beauty & Personal Care,$58.29,6.00,$349.74,Mixed,7,Other,2/13/2024,FALSE,Impulsive,Standard
75-617-1460,50,Male,High,Married,Wiwilí,Health Supplements,$66.86,3.00,$200.58,Mixed,10,Other,1/25/2024,TRUE,Wants-based,Express
10-247-0192,29,Female,High,Single,Cali,Groceries,$279.34,5.00,"$1,396.70",Mixed,6,PayPal,8/22/2024,FALSE,Wants-based,No Preference
94-120-9525,34,Genderfluid,High,Divorced,Tamana,Electronics,$358.50,3.00,"$1,075.50",Online,3,Cash,11/14/2024,FALSE,Impulsive,Standard
22-234-9315,44,Female,High,Widowed,Miyazu,Jewelry & Accessories,$360.92,7.00,"$2,526.44",Online,9,PayPal,11/10/2024,FALSE,Impulsive,Standard
37-560-7247,38,Genderqueer,Middle,Married,Gryfów Śląski,Groceries,$374.36,4.00,"$1,497.44",Online,9,Other,10/03/2024,FALSE,Wants-based,Standard
91-857-0797,22,Genderfluid,High,Widowed,Pinagsibaan,Baby Products,$435.37,11.00,"$4,789.07",Online,3,Credit Card,8/30/2024,TRUE,Planned,Standard
19-344-0102,44,Male,High,Single,Jardin,Home Appliances,$459.30,9.00,"$4,133.70",Online,5,Other,10/09/2024,FALSE,Planned,No Preference
48-609-7715,43,Female,High,Divorced,Aguilares,Jewelry & Accessories,$426.89,2.00,$853.78,Mixed,3,PayPal,11/02/2024,TRUE,Wants-based,Express
13-571-6506,25,Male,Middle,Divorced,Muslyumovo,Animal Feed,$365.37,6.00,"$2,192.22",Mixed,5,PayPal,07/02/2024,TRUE,Wants-based,Express
47-073-6440,21,Female,Middle,Divorced,Taiyuan,Mobile Accessories,$487.25,4.00,"$1,949.00",Online,4,Cash,10/08/2024,FALSE,Wants-based,Standard
50-303-1693,29,Female,Middle,Married,Chatturat,Baby Products,$187.22,10.00,"$1,872.20",Online,4,Credit Card,06/04/2024,FALSE,Wants-based,Standard
69-157-9577,41,Male,High,Divorced,Paisha,Toys & Games,$396.82,7.00,"$2,777.74",Mixed,9,Credit Card,8/13/2024,TRUE,Need-based,No Preference
09-513-4923,38,Genderfluid,High,Divorced,Kadugadung,Travel & Leisure (Flights,$246.74,10.00,"$2,467.40",Online,6,PayPal,3/27/2024,FALSE,Need-based,Express
82-975-8569,26,Male,High,Widowed,Paris 15,Luxury Goods,$128.74,12.00,"$1,544.88",Mixed,8,PayPal,01/06/2024,FALSE,Planned,Standard
70-774-7728,41,Female,Middle,Widowed,Dualing,Toys & Games,$339.63,2.00,$679.26,In-Store,1,PayPal,8/26/2024,TRUE,Impulsive,No Preference
13-015-8097,46,Female,High,Single,Adelaide,Sports & Outdoors,$223.58,11.00,"$2,459.38",Mixed,6,PayPal,5/20/2024,FALSE,Impulsive,No Preference
68-391-7279,39,Genderqueer,High,Widowed,Pingshi,Gardening & Outdoors,$446.92,5.00,"$2,234.60",Mixed,6,PayPal,7/19/2024,TRUE,Planned,Express
28-764-3337,43,Male,Middle,Divorced,Renshan,Electronics,$175.65,11.00,"$1,932.15",Mixed,7,Other,12/08/2024,FALSE,Wants-based,Express
00-285-9607,44,Genderfluid,Middle,Married,Sobinka,Clothing,$491.49,10.00,"$4,914.90",Mixed,7,PayPal,5/28/2024,FALSE,Planned,Standard
04-832-3559,26,Male,Middle,Widowed,Narol,Beauty & Personal Care,$88.40,5.00,$442.00,In-Store,4,Cash,5/26/2024,TRUE,Need-based,No Preference
27-613-5005,29,Male,Middle,Widowed,Fresno,Office Supplies,$430.90,8.00,"$3,447.20",Online,6,Credit Card,06/06/2024,FALSE,Wants-based,Standard
49-825-3438,50,Male,High,Widowed,Vabalninkas,Mobile Accessories,$435.23,2.00,$870.46,In-Store,2,Cash,2/27/2024,FALSE,Impulsive,Express
31-783-9785,19,Female,High,Divorced,Jambuwerkrajan,Toys & Games,$218.65,3.00,$655.95,Online,9,Credit Card,7/17/2024,TRUE,Impulsive,Standard
58-059-8187,27,Male,High,Widowed,Ozubulu,Health Supplements,$207.66,10.00,"$2,076.60",In-Store,2,Other,07/08/2024,FALSE,Wants-based,Standard
74-882-6648,34,Female,High,Married,Nakhchivan,Arts & Crafts,$141.09,7.00,$987.63,In-Store,3,Debit Card,6/19/2024,FALSE,Wants-based,Express
