Customer_ID,Age,Gender,Marital_Status,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Total_Purchase_Amount,Purchase_Channel,Customer_Satisfaction,Time_of_Purchase,Purchase_Intent,Shipping_Preference
77-642-7686,38,Female,Divorced,Auburnwood,Food & Beverages,$178.61,12,"$2,143.32",Online,3,07/10/2024,Impulsive,No Preference
37-468-8133,44,Male,Single,Timberbrook,Health Care,$492.51,7,"$3,447.57",Online,2,1/30/2024,Wants-based,Standard
00-335-5034,37,Agender,Married,Ridgewood,Home Appliances,$411.40,3,"$1,234.20",In-Store,9,08/12/2024,Impulsive,Standard
95-148-1769,36,Male,Divorced,Havenfield,Clothing,$96.52,11,"$1,061.72",In-Store,3,3/17/2024,Planned,Standard
72-324-1243,34,Male,Married,Silverbrook,Mobile Accessories,$65.45,6,$392.70,In-Store,2,9/21/2024,Impulsive,No Preference
62-687-5354,23,Male,Single,Grandhaven,Health Care,$255.86,3,$767.58,Online,1,3/25/2024,Planned,No Preference
54-634-0814,35,Male,Divorced,Greenvale,Furniture,$74.69,10,$746.90,In-Store,6,11/12/2024,Need-based,No Preference
64-769-5737,45,Male,Widowed,Ridgebrook,Home Appliances,$430.75,8,"$3,446.00",Mixed,5,04/06/2024,Need-based,No Preference
62-892-2088,38,Male,Widowed,Brookhaven,Software & Apps,$370.17,2,$740.34,Mixed,9,11/23/2024,Need-based,Express
53-951-2529,25,Male,Divorced,Valleybrook,Electronics,$384.26,6,"$2,305.56",Mixed,9,07/11/2024,Need-based,No Preference
00-264-3797,26,Male,Married,Willowridge,Home Appliances,$128.01,2,$256.02,Mixed,1,4/17/2024,Need-based,No Preference
88-445-9235,46,Female,Married,Crestbrook,Luxury Goods,$301.40,4,"$1,205.60",Online,5,9/14/2024,Planned,Standard
65-539-9955,18,Female,Single,Starbrook,Health Supplements,$397.25,6,"$2,383.50",Mixed,10,08/08/2024,Wants-based,No Preference
89-730-1134,46,Male,Divorced,Summitwood,Gardening & Outdoors,$96.18,3,$288.54,Mixed,9,05/05/2024,Planned,Express
74-051-7865,19,Female,Divorced,Windmere,Baby Products,$390.44,4,"$1,561.76",Mixed,4,2/15/2024,Need-based,Standard
40-450-4266,37,Female,Single,Clearbrook,Health Care,$61.50,11,$676.50,Mixed,1,1/26/2024,Planned,Express
78-796-5651,35,Female,Divorced,Auburnridge,Office Supplies,$234.44,6,"$1,406.64",In-Store,1,5/23/2024,Impulsive,Express
78-163-4800,43,Male,Single,Crestfield,Toys & Games,$318.84,6,"$1,913.04",Online,4,4/20/2024,Wants-based,Standard
90-272-5701,28,Male,Single,Timberwood,Toys & Games,$327.32,6,"$1,963.92",Mixed,4,06/09/2024,Impulsive,Express
14-118-5229,25,Male,Divorced,Chestnutwood,Books,$475.64,3,"$1,426.92",Online,2,2/15/2024,Planned,Standard
24-662-2119,47,Male,Widowed,Bramblefield,Hotels,$68.59,9,$617.31,Mixed,5,4/18/2024,Wants-based,Standard
61-794-8438,45,Polygender,Divorced,Greenbrook,Health Care,$133.04,12,"$1,596.48",Online,6,07/07/2024,Impulsive,Standard
21-959-5766,24,Non-binary,Married,Hazelwood,Luxury Goods,$196.63,9,"$1,769.67",Online,6,12/15/2024,Need-based,No Preference
42-518-2602,30,Male,Divorced,Lakeshore,Home Appliances,$473.96,12,"$5,687.52",In-Store,9,7/28/2024,Impulsive,Express
35-850-8676,24,Female,Married,Copperwood,Luxury Goods,$472.52,8,"$3,780.16",Online,8,1/24/2024,Planned,No Preference
07-958-2231,27,Female,Married,Riverwood,Baby Products,$335.80,9,"$3,022.20",Mixed,7,02/10/2024,Wants-based,Standard
78-503-0416,25,Male,Single,Maplewood,Luxury Goods,$85.57,12,"$1,026.84",In-Store,4,8/31/2024,Planned,No Preference
46-167-7999,44,Bigender,Single,Windridge,Beauty & Personal Care,$108.50,11,"$1,193.50",Mixed,2,7/16/2024,Wants-based,No Preference
93-989-8649,26,Male,Divorced,Foxdale,Food & Beverages,$172.50,8,"$1,380.00",Online,8,7/19/2024,Impulsive,No Preference
98-130-8811,18,Female,Single,Northfield,Electronics,$212.80,6,"$1,276.80",Mixed,7,5/17/2024,Planned,Standard
18-614-2070,47,Female,Married,Silverton,Baby Products,$324.41,7,"$2,270.87",Mixed,5,4/29/2024,Need-based,No Preference
80-277-3242,36,Male,Widowed,Brookwood,Travel & Leisure (Flights,$342.39,8,"$2,739.12",In-Store,3,01/04/2024,Need-based,Standard
44-949-9040,23,Female,Divorced,Auburnwood,Health Care,$446.86,9,"$4,021.74",In-Store,2,11/07/2024,Wants-based,No Preference
04-545-9162,49,Male,Divorced,Willowdale,Electronics,$463.15,3,"$1,389.45",Mixed,9,4/25/2024,Need-based,Standard
51-320-2801,27,Female,Divorced,Starhaven,Groceries,$122.99,12,"$1,475.88",In-Store,8,10/03/2024,Planned,No Preference
50-510-5119,43,Male,Widowed,Grandwood,Beauty & Personal Care,$322.40,7,"$2,256.80",Mixed,3,08/07/2024,Need-based,Express
63-964-6954,19,Female,Married,Crestmont,Health Care,$73.19,5,$365.95,Mixed,8,04/11/2024,Need-based,No Preference
55-569-9247,41,Female,Married,Hillsworth,Toys & Games,$279.08,10,"$2,790.80",Online,7,4/25/2024,Wants-based,No Preference
02-911-0447,29,Female,Single,Brookvale,Travel & Leisure (Flights,$478.85,10,"$4,788.50",In-Store,2,4/28/2024,Planned,No Preference
77-626-7240,25,Male,Widowed,Redwood,Food & Beverages,$86.39,5,$431.95,Mixed,1,09/09/2024,Need-based,Standard
75-915-9803,45,Male,Widowed,Ridgehaven,Baby Products,$192.35,11,"$2,115.85",Mixed,1,05/08/2024,Impulsive,Express
78-905-2660,36,Female,Divorced,Summitfield,Beauty & Personal Care,$235.32,7,"$1,647.24",Online,10,06/09/2024,Impulsive,Express
02-677-6735,21,Female,Widowed,Bramblewood,Electronics,$212.63,8,"$1,701.04",Online,4,8/27/2024,Need-based,No Preference
20-460-9796,47,Female,Widowed,Auburnwood,Food & Beverages,$246.63,8,"$1,973.04",In-Store,3,04/01/2024,Impulsive,Express
57-587-4005,26,Female,Widowed,Crestwood,Toys & Games,$228.47,9,"$2,056.23",Online,7,8/29/2024,Impulsive,Express
99-477-8256,25,Female,Single,Northbrook,Gardening & Outdoors,$343.77,6,"$2,062.62",Online,9,9/18/2024,Wants-based,Express
03-992-3728,26,Bigender,Married,Meadowfield,Groceries,$339.32,9,"$3,053.88",In-Store,4,09/05/2024,Need-based,No Preference
24-878-4507,34,Male,Divorced,Chestnutvale,Clothing,$327.05,9,"$2,943.45",Mixed,3,08/06/2024,Need-based,No Preference
22-106-8347,48,Male,Divorced,Auburnridge,Toys & Games,$334.45,2,$668.90,In-Store,9,6/18/2024,Impulsive,No Preference
81-479-0790,19,Male,Single,Greenbriar,Food & Beverages,$366.16,12,"$4,393.92",Mixed,5,8/26/2024,Need-based,No Preference
03-023-9932,37,Female,Widowed,Windridge,Groceries,$481.78,8,"$3,854.24",In-Store,4,4/24/2024,Wants-based,Express
36-632-2460,23,Female,Widowed,Cresthaven,Gardening & Outdoors,$131.48,8,"$1,051.84",Mixed,1,08/08/2024,Wants-based,No Preference
32-799-7704,34,Female,Widowed,Ridgepoint,Health Care,$402.86,11,"$4,431.46",In-Store,2,09/05/2024,Impulsive,Standard
09-369-0588,42,Male,Single,Foxbrook,Gardening & Outdoors,$333.18,6,"$1,999.08",In-Store,5,4/16/2024,Planned,Express
87-727-6434,28,Female,Widowed,Meadowridge,Arts & Crafts,$73.23,8,$585.84,Online,2,7/17/2024,Need-based,No Preference
18-793-9543,28,Male,Divorced,Bramblewood,Furniture,$450.47,11,"$4,955.17",Online,3,3/18/2024,Wants-based,Express
63-625-5757,33,Male,Single,Glenhaven,Food & Beverages,$175.74,5,$878.70,Online,6,7/18/2024,Impulsive,No Preference
93-413-4758,31,Female,Single,Summitwood,Hotels,$182.60,4,$730.40,Online,9,5/31/2024,Wants-based,Express
15-663-7994,20,Female,Widowed,Auburnwood,Jewelry & Accessories,$497.80,2,$995.60,Online,2,1/21/2024,Wants-based,No Preference
29-319-4519,32,Male,Divorced,Ridgebrook,Food & Beverages,$171.17,4,$684.68,In-Store,4,6/15/2024,Wants-based,Standard
40-347-2903,27,Female,Single,Maplehurst,Jewelry & Accessories,$425.82,3,"$1,277.46",In-Store,6,4/19/2024,Wants-based,Standard
18-452-1635,19,Female,Widowed,Brookhurst,Sports & Outdoors,$210.58,10,"$2,105.80",In-Store,3,09/12/2024,Planned,No Preference
47-710-5471,50,Male,Single,Clearbrook,Beauty & Personal Care,$199.64,11,"$2,196.04",Online,5,09/04/2024,Planned,Express
88-167-7129,40,Polygender,Married,Chestnutwood,Packages),$162.22,10,"$1,622.20",In-Store,1,4/28/2024,Wants-based,No Preference
86-771-9082,20,Male,Married,Crestbrook,Sports & Outdoors,$401.75,8,"$3,214.00",Online,8,12/08/2024,Wants-based,Standard
46-678-4172,24,Female,Married,Silverbrook,Luxury Goods,$365.88,12,"$4,390.56",Online,9,11/05/2024,Need-based,Express
14-249-1256,46,Male,Single,Windmere,Beauty & Personal Care,$58.29,6,$349.74,Mixed,7,2/13/2024,Impulsive,Standard
75-617-1460,50,Male,Married,Bramblefield,Health Supplements,$66.86,3,$200.58,Mixed,10,1/25/2024,Wants-based,Express
10-247-0192,29,Female,Single,Riverwood,Groceries,$279.34,5,"$1,396.70",Mixed,6,8/22/2024,Wants-based,No Preference
94-120-9525,34,Genderfluid,Divorced,Timberbrook,Electronics,$358.50,3,"$1,075.50",Online,3,11/14/2024,Impulsive,Standard
22-234-9315,44,Female,Widowed,Willowbrook,Jewelry & Accessories,$360.92,7,"$2,526.44",Online,9,11/10/2024,Impulsive,Standard
37-560-7247,38,Genderqueer,Married,Meadowvale,Groceries,$374.36,4,"$1,497.44",Online,9,10/03/2024,Wants-based,Standard
91-857-0797,22,Genderfluid,Widowed,Crestfield,Baby Products,$435.37,11,"$4,789.07",Online,3,8/30/2024,Planned,Standard
19-344-0102,44,Male,Single,Ridgewood,Home Appliances,$459.30,9,"$4,133.70",Online,5,10/09/2024,Planned,No Preference
48-609-7715,43,Female,Divorced,Havenfield,Jewelry & Accessories,$426.89,2,$853.78,Mixed,3,11/02/2024,Wants-based,Express
13-571-6506,25,Male,Divorced,Auburnwood,Animal Feed,$365.37,6,"$2,192.22",Mixed,5,07/02/2024,Wants-based,Express
47-073-6440,21,Female,Divorced,Birchland,Mobile Accessories,$487.25,4,"$1,949.00",Online,4,10/08/2024,Wants-based,Standard
50-303-1693,29,Female,Married,Brookstone,Baby Products,$187.22,10,"$1,872.20",Online,4,06/04/2024,Wants-based,Standard
69-157-9577,41,Male,Divorced,Clearfield,Toys & Games,$396.82,7,"$2,777.74",Mixed,9,8/13/2024,Need-based,No Preference
09-513-4923,38,Genderfluid,Divorced,Crestwood,Travel & Leisure (Flights,$246.74,10,"$2,467.40",Online,6,3/27/2024,Need-based,Express
82-975-8569,26,Male,Widowed,Timberwood,Luxury Goods,$128.74,12,"$1,544.88",Mixed,8,01/06/2024,Planned,Standard
70-774-7728,41,Female,Widowed,Meadowwood,Toys & Games,$339.63,2,$679.26,In-Store,1,8/26/2024,Impulsive,No Preference
13-015-8097,46,Female,Single,Willowvale,Sports & Outdoors,$223.58,11,"$2,459.38",Mixed,6,5/20/2024,Impulsive,No Preference
68-391-7279,39,Genderqueer,Widowed,Starbrook,Gardening & Outdoors,$446.92,5,"$2,234.60",Mixed,6,7/19/2024,Planned,Express
28-764-3337,43,Male,Divorced,Hazelridge,Electronics,$175.65,11,"$1,932.15",Mixed,7,12/08/2024,Wants-based,Express
00-285-9607,44,Genderfluid,Married,Greenbriar,Clothing,$491.49,10,"$4,914.90",Mixed,7,5/28/2024,Planned,Standard
04-832-3559,26,Male,Widowed,Auburnridge,Beauty & Personal Care,$88.40,5,$442.00,In-Store,4,5/26/2024,Need-based,No Preference
27-613-5005,29,Male,Widowed,Silverton,Office Supplies,$430.90,8,"$3,447.20",Online,6,06/06/2024,Wants-based,Standard
49-825-3438,50,Male,Widowed,Ridgehaven,Mobile Accessories,$435.23,2,$870.46,In-Store,2,2/27/2024,Impulsive,Express
31-783-9785,19,Female,Divorced,Summerset,Toys & Games,$218.65,3,$655.95,Online,9,7/17/2024,Impulsive,Standard
58-059-8187,27,Male,Widowed,Brookvale,Health Supplements,$207.66,10,"$2,076.60",In-Store,2,07/08/2024,Wants-based,Standard
74-882-6648,34,Female,Married,Auburnwood,Arts & Crafts,$141.09,7,$987.63,In-Store,3,6/19/2024,Wants-based,Express
03-180-9200,39,Male,Divorced,Windridge,Packages),$142.70,6,$856.20,In-Store,4,5/17/2024,Impulsive,No Preference
46-578-1425,44,Male,Divorced,Cresthaven,Animal Feed,$64.09,10,$640.90,Online,6,10/20/2024,Need-based,Express
13-588-5783,20,Female,Married,Meadowridge,Toys & Games,$126.26,2,$252.52,Online,6,9/19/2024,Planned,Standard
25-085-7917,42,Female,Single,Starwood,Hotels,$195.05,5,$975.25,In-Store,10,5/21/2024,Impulsive,No Preference
66-085-1226,22,Female,Married,Summitfield,Groceries,$432.84,7,"$3,029.88",Mixed,1,02/05/2024,Wants-based,No Preference
37-037-1765,30,Male,Married,Willowfield,Jewelry & Accessories,$404.12,6,"$2,424.72",In-Store,4,2/29/2024,Impulsive,Express
48-630-6410,39,Male,Divorced,Ridgepoint,Groceries,$438.26,10,"$4,382.60",In-Store,3,07/04/2024,Planned,Express
50-471-0212,19,Female,Single,Valleybrook,Jewelry & Accessories,$233.02,4,$932.08,Mixed,3,10/29/2024,Impulsive,Standard
48-642-5768,26,Female,Widowed,Bramblewood,Packages),$273.41,7,"$1,913.87",Online,9,10/17/2024,Planned,Standard
15-152-9751,21,Female,Married,Cedarfield,Furniture,$338.96,10,"$3,389.60",Online,9,11/04/2024,Wants-based,Standard
23-451-9920,37,Male,Divorced,Windmere,Luxury Goods,$75.91,12,$910.92,Mixed,6,11/21/2024,Planned,No Preference
09-775-4058,23,Male,Married,Grandwood,Mobile Accessories,$425.21,12,"$5,102.52",Online,4,3/25/2024,Planned,Express
43-595-0966,46,Male,Married,Brookhaven,Software & Apps,$268.80,2,$537.60,In-Store,7,4/20/2024,Need-based,Standard
56-592-0089,35,Female,Divorced,Greenvale,Health Care,$170.71,10,"$1,707.10",Mixed,9,4/14/2024,Planned,No Preference
29-374-1297,33,Non-binary,Widowed,Ridgebrook,Animal Feed,$444.05,10,"$4,440.50",Online,8,06/04/2024,Wants-based,Standard
80-728-6133,47,Male,Divorced,Silverbrook,Gardening & Outdoors,$255.10,5,"$1,275.50",Mixed,1,1/28/2024,Planned,No Preference
58-502-7490,32,Male,Widowed,Northfield,Health Supplements,$236.44,6,"$1,418.64",Mixed,2,5/15/2024,Impulsive,Standard
23-537-0742,20,Male,Widowed,Foxdale,Furniture,$201.69,11,"$2,218.59",Mixed,8,7/19/2024,Planned,No Preference
22-483-3115,37,Female,Single,Chestnutwood,Arts & Crafts,$390.51,6,"$2,343.06",Online,2,4/15/2024,Wants-based,Express
57-372-5969,35,Non-binary,Divorced,Windridge,Clothing,$442.29,9,"$3,980.61",Mixed,2,09/11/2024,Planned,Express
37-283-9076,18,Female,Single,Crestwood,Furniture,$89.60,7,$627.20,In-Store,5,03/10/2024,Planned,Standard
39-075-3518,27,Male,Widowed,Auburnwood,Sports & Outdoors,$166.74,6,"$1,000.44",Mixed,6,1/14/2024,Impulsive,No Preference
84-315-7189,29,Female,Married,Timberbrook,Mobile Accessories,$299.28,12,"$3,591.36",Mixed,9,5/29/2024,Wants-based,Standard
75-964-5589,24,Male,Widowed,Auburnridge,Sports & Outdoors,$404.57,5,"$2,022.85",Mixed,7,8/31/2024,Need-based,Express
06-594-3417,27,Male,Single,Glenridge,Software & Apps,$344.81,10,"$3,448.10",In-Store,9,12/23/2024,Wants-based,Express
08-297-3351,34,Male,Single,Havenfield,Health Care,$217.84,10,"$2,178.40",Online,8,1/16/2024,Wants-based,Standard
05-546-5128,21,Male,Divorced,Crestfield,Sports & Outdoors,$445.34,9,"$4,008.06",In-Store,3,03/04/2024,Impulsive,No Preference
79-759-6726,18,Male,Widowed,Redfern,Home Appliances,$151.73,3,$455.19,In-Store,3,9/24/2024,Wants-based,Express
12-851-1771,50,Bigender,Married,Windfield,Electronics,$123.73,9,"$1,113.57",Online,5,10/07/2024,Need-based,No Preference
79-960-1714,31,Male,Single,Willowvale,Travel & Leisure (Flights,$370.54,2,$741.08,In-Store,9,3/25/2024,Impulsive,No Preference
30-417-6981,45,Male,Married,Grandview,Baby Products,$152.87,3,$458.61,In-Store,8,8/20/2024,Impulsive,Express
91-532-5399,29,Male,Single,Riverdale,Health Supplements,$295.75,4,"$1,183.00",Mixed,10,12/07/2024,Need-based,Standard
89-997-9041,36,Male,Widowed,Auburnwood,Office Supplies,$358.11,11,"$3,939.21",Mixed,3,09/03/2024,Need-based,Standard
26-235-6745,27,Female,Widowed,Ridgepoint,Jewelry & Accessories,$63.60,12,$763.20,Mixed,1,02/09/2024,Wants-based,No Preference
99-080-9462,24,Male,Single,Bramblewood,Books,$419.53,3,"$1,258.59",Mixed,10,3/27/2024,Wants-based,Express
87-056-8987,49,Agender,Widowed,Glenhaven,Groceries,$491.92,10,"$4,919.20",In-Store,1,12/29/2024,Wants-based,Standard
06-160-8063,21,Bigender,Divorced,Silverwood,Sports & Outdoors,$114.44,4,$457.76,Online,9,10/20/2024,Planned,Express
73-434-2308,19,Female,Married,Meadowwood,Mobile Accessories,$388.82,10,"$3,888.20",Mixed,8,09/03/2024,Need-based,No Preference
84-260-6464,23,Female,Married,Maplehurst,Mobile Accessories,$58.32,7,$408.24,In-Store,6,3/13/2024,Need-based,Standard
00-149-4481,28,Female,Divorced,Rockridge,Groceries,$464.76,2,$929.52,Mixed,3,02/04/2024,Need-based,No Preference
05-710-6109,27,Female,Divorced,Northgate,Home Appliances,$116.92,7,$818.44,Mixed,3,3/31/2024,Impulsive,No Preference
84-724-8407,47,Female,Divorced,Willowfield,Jewelry & Accessories,$396.76,8,"$3,174.08",Online,4,7/17/2024,Planned,Express
45-795-1873,20,Agender,Widowed,Chestnutvale,Packages),$393.35,7,"$2,753.45",Mixed,4,6/16/2024,Need-based,No Preference
06-647-3248,26,Female,Single,Crestwood,Electronics,$114.03,7,$798.21,Mixed,10,4/13/2024,Planned,No Preference
06-767-5206,49,Male,Single,Auburnwood,Health Supplements,$109.97,4,$439.88,In-Store,5,08/12/2024,Wants-based,No Preference
94-288-4423,39,Female,Widowed,Timberbrook,Beauty & Personal Care,$310.23,12,"$3,722.76",In-Store,6,12/17/2024,Impulsive,Express
49-891-9711,22,Male,Divorced,Ridgewood,Travel & Leisure (Flights,$383.13,3,"$1,149.39",Mixed,6,9/25/2024,Need-based,No Preference
08-806-0588,25,Male,Single,Havenfield,Health Supplements,$434.86,11,"$4,783.46",In-Store,4,6/24/2024,Impulsive,Express
94-746-2001,30,Female,Married,Silverbrook,Office Supplies,$489.10,9,"$4,401.90",Mixed,4,11/18/2024,Need-based,Standard
38-943-5744,19,Polygender,Married,Grandhaven,Jewelry & Accessories,$288.15,3,$864.45,Online,4,08/06/2024,Impulsive,Standard
98-535-8497,35,Male,Divorced,Greenvale,Clothing,$105.87,12,"$1,270.44",Mixed,1,9/15/2024,Planned,Express
33-243-8793,45,Male,Widowed,Ridgebrook,Luxury Goods,$163.40,3,$490.20,In-Store,10,07/08/2024,Planned,Standard
99-581-5577,20,Male,Single,Brookhaven,Gardening & Outdoors,$422.92,6,"$2,537.52",Mixed,6,10/17/2024,Planned,No Preference
64-180-2404,48,Male,Divorced,Valleybrook,Gardening & Outdoors,$361.48,10,"$3,614.80",Online,9,6/16/2024,Wants-based,Express
73-097-0986,23,Male,Single,Willowridge,Hotels,$270.82,2,$541.64,In-Store,8,10/30/2024,Wants-based,Standard
88-051-0567,49,Female,Widowed,Crestbrook,Toys & Games,$372.26,11,"$4,094.86",In-Store,8,8/13/2024,Wants-based,Express
44-715-9594,23,Female,Widowed,Starbrook,Electronics,$208.59,3,$625.77,Mixed,4,09/03/2024,Impulsive,Express
84-188-6577,39,Male,Widowed,Summitwood,Gardening & Outdoors,$163.22,8,"$1,305.76",Online,3,07/01/2024,Wants-based,No Preference
19-116-4723,45,Male,Married,Windmere,Animal Feed,$364.98,7,"$2,554.86",In-Store,1,05/11/2024,Wants-based,Standard
21-783-9242,31,Genderqueer,Divorced,Clearbrook,Groceries,$142.43,3,$427.29,In-Store,9,9/28/2024,Planned,Express
95-528-2313,19,Female,Married,Auburnridge,Electronics,$449.72,3,"$1,349.16",Mixed,9,2/18/2024,Wants-based,Express
94-682-4886,27,Male,Single,Crestfield,Gardening & Outdoors,$241.56,12,"$2,898.72",Mixed,5,11/28/2024,Need-based,Express
55-944-9669,32,Bigender,Divorced,Timberwood,Clothing,$249.73,5,"$1,248.65",Mixed,4,11/15/2024,Wants-based,No Preference
32-314-2958,24,Male,Married,Chestnutwood,Home Appliances,$437.30,7,"$3,061.10",Mixed,7,7/24/2024,Impulsive,No Preference
67-697-2331,22,Male,Married,Bramblefield,Groceries,$277.29,4,"$1,109.16",Mixed,8,1/27/2024,Wants-based,No Preference
28-855-1639,46,Male,Single,Greenbrook,Electronics,$445.93,6,"$2,675.58",Online,4,5/15/2024,Need-based,No Preference
38-069-8615,37,Female,Married,Hazelwood,Software & Apps,$242.79,6,"$1,456.74",Mixed,7,1/20/2024,Impulsive,Express
58-233-5963,34,Male,Single,Lakeshore,Travel & Leisure (Flights,$393.09,8,"$3,144.72",Online,3,04/11/2024,Planned,Standard
02-004-0620,32,Male,Single,Copperwood,Groceries,$167.61,2,$335.22,Online,2,11/10/2024,Need-based,No Preference
78-822-9328,44,Male,Divorced,Riverwood,Gardening & Outdoors,$324.22,2,$648.44,In-Store,6,4/18/2024,Wants-based,Express
73-359-1998,24,Female,Divorced,Maplewood,Mobile Accessories,$159.30,11,"$1,752.30",Mixed,6,4/24/2024,Impulsive,Express
84-459-7736,22,Genderqueer,Widowed,Windridge,Luxury Goods,$324.39,5,"$1,621.95",Online,6,11/19/2024,Need-based,Express
07-395-5818,37,Agender,Single,Foxdale,Clothing,$198.89,2,$397.78,In-Store,4,01/12/2024,Impulsive,Standard
07-560-6637,41,Female,Divorced,Northfield,Clothing,$287.18,7,"$2,010.26",In-Store,1,03/11/2024,Planned,No Preference
61-926-1691,32,Male,Divorced,Silverton,Office Supplies,$162.24,7,"$1,135.68",In-Store,6,10/11/2024,Wants-based,Express
68-129-1060,37,Female,Divorced,Brookwood,Arts & Crafts,$92.97,6,$557.82,In-Store,7,12/15/2024,Impulsive,Standard
04-052-5592,41,Male,Widowed,Auburnwood,Food & Beverages,$144.39,12,"$1,732.68",In-Store,4,06/11/2024,Impulsive,Standard
41-215-6092,37,Female,Single,Willowdale,Books,$253.37,12,"$3,040.44",In-Store,9,05/08/2024,Planned,Express
89-833-7175,43,Male,Widowed,Starhaven,Animal Feed,$209.62,12,"$2,515.44",Mixed,7,10/12/2024,Planned,Standard
08-117-9893,49,Male,Single,Grandwood,Baby Products,$411.62,6,"$2,469.72",Mixed,7,10/05/2024,Wants-based,Express
24-109-2173,27,Female,Single,Crestmont,Food & Beverages,$388.01,2,$776.02,Online,2,11/19/2024,Wants-based,Standard
79-939-2140,41,Male,Widowed,Hillsworth,Health Care,$50.78,6,$304.68,Online,8,01/12/2024,Need-based,Standard
95-999-0984,33,Male,Divorced,Brookvale,Packages),$159.82,2,$319.64,In-Store,8,12/09/2024,Planned,No Preference
64-799-3174,46,Male,Divorced,Redwood,Travel & Leisure (Flights,$79.43,3,$238.29,In-Store,7,1/15/2024,Wants-based,No Preference
27-018-2262,42,Female,Married,Ridgehaven,Travel & Leisure (Flights,$131.36,4,$525.44,In-Store,6,11/21/2024,Wants-based,Express
38-881-0766,27,Male,Widowed,Summitfield,Beauty & Personal Care,$299.75,12,"$3,597.00",Mixed,4,07/05/2024,Need-based,No Preference
17-344-8603,29,Male,Divorced,Bramblewood,Animal Feed,$319.38,9,"$2,874.42",In-Store,6,11/15/2024,Need-based,No Preference
51-387-9144,38,Male,Single,Auburnwood,Electronics,$476.48,8,"$3,811.84",Online,10,07/06/2024,Impulsive,Express
42-101-8525,21,Male,Widowed,Crestwood,Gardening & Outdoors,$301.01,9,"$2,709.09",Mixed,8,8/23/2024,Need-based,Express
69-157-6752,18,Male,Single,Northbrook,Electronics,$378.71,5,"$1,893.55",Online,5,8/30/2024,Planned,Express
27-843-5553,44,Non-binary,Single,Meadowfield,Mobile Accessories,$314.32,6,"$1,885.92",Online,5,3/16/2024,Impulsive,Standard
04-468-5487,22,Male,Married,Chestnutvale,Office Supplies,$210.90,12,"$2,530.80",In-Store,1,8/17/2024,Impulsive,Standard
08-584-8296,18,Female,Divorced,Auburnridge,Food & Beverages,$218.26,4,$873.04,Mixed,8,2/27/2024,Wants-based,Standard
81-014-4502,24,Female,Widowed,Greenbriar,Animal Feed,$424.18,5,"$2,120.90",Mixed,4,2/14/2024,Need-based,Express
65-167-9819,28,Male,Divorced,Windridge,Luxury Goods,$430.75,11,"$4,738.25",Online,8,6/24/2024,Planned,No Preference
19-925-2376,24,Male,Single,Cresthaven,Mobile Accessories,$162.95,11,"$1,792.45",In-Store,8,7/21/2024,Impulsive,Express
03-669-7519,40,Female,Married,Ridgepoint,Health Supplements,$209.68,2,$419.36,Online,1,6/30/2024,Impulsive,Express
00-520-4376,50,Male,Widowed,Foxbrook,Beauty & Personal Care,$97.97,2,$195.94,In-Store,10,10/03/2024,Planned,No Preference
62-701-1037,49,Male,Widowed,Meadowridge,Books,$192.51,9,"$1,732.59",Mixed,2,8/23/2024,Need-based,Standard
87-806-4478,35,Male,Widowed,Bramblewood,Electronics,$151.81,8,"$1,214.48",Online,10,1/13/2024,Planned,No Preference
04-809-8989,25,Female,Married,Glenhaven,Furniture,$239.28,8,"$1,914.24",Online,5,11/08/2024,Impulsive,No Preference
39-867-1989,40,Female,Widowed,Summitwood,Mobile Accessories,$306.17,4,"$1,224.68",In-Store,6,1/29/2024,Wants-based,Express
45-584-7333,40,Female,Widowed,Auburnwood,Electronics,$370.38,11,"$4,074.18",In-Store,1,03/04/2024,Wants-based,No Preference
85-885-6579,50,Male,Single,Ridgebrook,Arts & Crafts,$346.58,6,"$2,079.48",Mixed,9,06/03/2024,Impulsive,Express
65-457-2840,24,Male,Single,Maplehurst,Software & Apps,$292.64,5,"$1,463.20",In-Store,10,12/06/2024,Wants-based,Standard
82-726-1255,30,Female,Married,Brookhurst,Travel & Leisure (Flights,$102.91,12,"$1,234.92",Mixed,10,3/26/2024,Impulsive,Express
90-602-3583,32,Female,Widowed,Clearbrook,Home Appliances,$283.78,4,"$1,135.12",Mixed,6,08/09/2024,Need-based,Express
02-711-1034,48,Female,Widowed,Chestnutwood,Beauty & Personal Care,$51.44,2,$102.88,In-Store,1,5/17/2024,Planned,No Preference
27-347-7437,44,Female,Married,Crestbrook,Luxury Goods,$405.70,12,"$4,868.40",Online,10,2/17/2024,Wants-based,Standard
95-675-7816,19,Female,Widowed,Silverbrook,Groceries,$311.74,11,"$3,429.14",Mixed,10,1/17/2024,Impulsive,Express
87-418-1400,39,Male,Widowed,Windmere,Clothing,$293.43,9,"$2,640.87",In-Store,5,07/05/2024,Need-based,Standard
73-991-0066,35,Female,Single,Bramblefield,Baby Products,$418.51,6,"$2,511.06",Online,2,05/01/2024,Need-based,Standard
62-273-8089,39,Male,Single,Riverwood,Health Care,$85.03,9,$765.27,In-Store,9,10/06/2024,Wants-based,Express
51-220-3072,31,Male,Married,Timberbrook,Mobile Accessories,$164.94,4,$659.76,In-Store,2,7/18/2024,Wants-based,Express
